Tablo 1
;;;;;;;;;;;;;;
ATM Term ID;ATM Adı;model;Nakit Merkezi;Planlı Hizmet Günleri;Zone;KM;PLANLI ATM NAKİT İKMAL;PLANLI FLM;SLM;PLANLI ATM MADENİ İKMAL;PLANLI ATM PARA TOPLAMA;PLANLI ATM PARA TOPLAMA + İKMAL;PLANLI ATM PARA TOPLAMA + FLM;
FD205;26 TEPEBASI TUSAS MOTOR 3;I47DC0C;ESKİŞEHİR;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FS378;63 SIVEREK MERKEZ 1;I37DC0C;ŞANLIURFA;PAZARTESİ - ÇARŞAMBA;3;96;4.040,72 ;4.040,72 ;4.542,30 ;4.040,72 ;4.040,72 ;4.040,72 ;4.040,72 ;
FD208;26 TEPEBASI TUSAS MOTOR 1;I37DC0C;ESKİŞEHİR;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FC634;01 SARICAM YUREKLI MH. PO;I37DC0C;ADANA;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FS059;35 CESME ALACATI;I37DC0C;İZMİR;PAZARTESİ - ÇARŞAMBA - CUMA;3;103;4.291,46 ;4.291,46 ;4.793,04 ;4.291,46 ;4.291,46 ;4.291,46 ;4.291,46 ;
FI268;34 GOP MERKEZ;I37DC0C;GİYİMKENT;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FS151;41 KARTEPE ARSLANBEY YILDIZ;H68V-824;İZMİT;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FC497;34 TUZLA AYDINLI KONUTLARI;H68N-806;MALTEPE;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FI329;77 ALTINOVA SUBASI;I37DC0C;İZMİT;PAZARTESİ - ÇARŞAMBA - CUMA;2;53;2.500,46 ;2.500,46 ;3.002,04 ;2.500,46 ;2.500,46 ;2.500,46 ;2.500,46 ;
FD750;07 MURATPASA YENIGUN MH.;H68N-806;ANTALYA;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FD409;34 ESENLER IBB METRO CIKISI;H68V-824;GİYİMKENT;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FD576;34 SISLI NOV BOMONTI OTEL;I47DC0C;MASLAK;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FN582;34 FATIH IBB AKSARAY MEYDAN;H68V-824;GİYİMKENT;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FC798;48 BODRUM YALIKAVAK MARINA KRS.;H68V-824;BODRUM;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FN911;20 M.EFENDI ADLIYE KARS. 1;I37DC0C;DENİZLİ;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FI488;34 UMRANIYE AKKOM PLAZA1;H68N-806;ÜMRANİYE;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FC512;34 CEKMEKOY TASDELEN;H68V-824;ÜMRANİYE;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FD539;34 SISLI IBB ESENTEPE MH. 2;H68V-824;MASLAK;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FS916;16 ORHANGAZI CAMIKEBIR MH.2;H68V-824;BURSA;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;2;43;2.142,26 ;2.142,26 ;2.643,84 ;2.142,26 ;2.142,26 ;2.142,26 ;2.142,26 ;
FS812;34 S.BEYLI PLATO AVM;I47DC0C;ÜMRANİYE;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FD826;27 SAHINBEY AKKENT M MIGROS;I37DC0C;GAZİANTEP;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FC826;59 KAPAKLI CEKEN CAD.;H68N-806;ÇORLU;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;2;29;1.640,78 ;1.640,78 ;2.142,36 ;1.640,78 ;1.640,78 ;1.640,78 ;1.640,78 ;
FB507;06 CANKAYA MUSTAFA KEMAL MH.;H68N-806;ANKARA;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FI339;35 GUZELBAHCE MERKEZ;H68V-824;İZMİR;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;2;46;2.249,72 ;2.249,72 ;2.751,30 ;2.249,72 ;2.249,72 ;2.249,72 ;2.249,72 ;
FD752;02 MERKEZ ARYON ALTINSEHIR AVM;H68VL-824;ŞANLIURFA;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;3;106;4.398,92 ;4.398,92 ;4.900,50 ;4.398,92 ;4.398,92 ;4.398,92 ;4.398,92 ;
FA405;34 AVCILAR CUMHURIYET CAD.;H68N;BEYLİKDÜZÜ;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FS139;38 PINARBASI MERKEZ;I37DC0C;KAYSERİ;ÇARŞAMBA;3;93;3.933,26 ;3.933,26 ;4.434,84 ;3.933,26 ;3.933,26 ;3.933,26 ;3.933,26 ;
FC423;55 ILKADIM F.CAKMAK MH;H68N-806;SAMSUN;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FB592;07 M.PASA ISMETPASA;I37DC0C;ANTALYA;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FS360;35 GAZIEMIR OPTIMUM AVM;H68VL-824;İZMİR;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FS969;27 S.KAMIL K.YAKA T.TELEKOM 2;I37DC0C;GAZİANTEP;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FD677;20 MERKEZEFENDI SARAYLAR MH. 1;I37DC0C;DENİZLİ;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FD357;43 MERKEZ OTOGAR;H68VL-824;ESKİŞEHİR;PAZARTESİ - ÇARŞAMBA - CUMA;3;82;3.539,24 ;3.539,24 ;4.040,82 ;3.539,24 ;3.539,24 ;3.539,24 ;3.539,24 ;
FN398;34 ZEYTINBURNU AKEVLER;I37DC0C;GİYİMKENT;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FA724;34 UMRANIYE TAVUKCUYOLU;H68N-806;ÜMRANİYE;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FD098;34 UMRANIYE A.DUDULLU MIGROS;I37DC0C;ÜMRANİYE;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FD075;16 NILUFER HARMONY TOWERS;I37DC0C;BURSA;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FC427;16 YILDIRIM AKCAGLAYAN MH.;H68V-824;BURSA;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FC816;48 MARMARIS SELIMIYE MH.;H68V-824;MUĞLA;PAZARTESİ - ÇARŞAMBA;3;98;4.112,36 ;4.112,36 ;4.613,94 ;4.112,36 ;4.112,36 ;4.112,36 ;4.112,36 ;
FC388;07 KONYAALTI GURSU MH.;I37DC0C;ANTALYA;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FI340;01 SEYHAN OTOGAR;H68N-806;ADANA;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FD424;48 BODRUM MGALLERY THE BODRUM HOTEL;I37DC0C;BODRUM;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FD706;34 BESIKTAS IBB ORTAKOY MH;I37DC0C;MASLAK;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FS712;33 YENISEHIR SAYAPARK AVM;I47DC0C;MERSİN;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FN595;34 BAGCILAR 212 ISTANBUL AVM;H68VL-824;GÜNEŞLİ;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FD348;34 KAGITHANE GULTEPE BP 2;H68V-824;MASLAK;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FI724;34 B.SEHIR KAYASEHIR AVM;I47DC0C;GÜNEŞLİ;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FD403;01 CUKUROVA TDS KULUBU;H68N-806;ADANA;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FN273;34 KADIKOY IBB EMINONU ISKELE;I37DC0C;KOZYATAĞI;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FC399;34 UMRANIYE OPS MRKZ E2;H68NL-806;ÜMRANİYE;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FS344;34 UMRANIYE BUYAKA AVM;I47DC0C;ÜMRANİYE;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FD471;07 KEPEZ SAKARYA BULVARI;I37DC0C;ANTALYA;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FA581;48 KOYCEGIZ MERKEZ;H68V-824;MUĞLA;SALI - CUMA;2;65;2.930,30 ;2.930,30 ;3.431,88 ;2.930,30 ;2.930,30 ;2.930,30 ;2.930,30 ;
FC883;34 PENDIK DOLAYOBA TP;I37DC0C;MALTEPE;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FD183;80 MERKEZ 2M MIGROS;H68N-806;ADANA;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;3;97;4.076,54 ;4.076,54 ;4.578,12 ;4.076,54 ;4.076,54 ;4.076,54 ;4.076,54 ;
FA157;34 SILIVRI ORTAKOY SAN.;I37DC0C;BEYLİKDÜZÜ;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;2;52;2.464,64 ;2.464,64 ;2.966,22 ;2.464,64 ;2.464,64 ;2.464,64 ;2.464,64 ;
FC717;34 FATIH IBB BEYAZIT MEYDAN 1;H68V-824;GİYİMKENT;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FA495;34 UMRANIYE AKKOM PLAZA2;I37DC0C;ÜMRANİYE;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FB258;33 AKDENIZ MERKEZ;H68V-824;MERSİN;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FI065;41 GEBZE K.DERE OPET;I37DC0C;MALTEPE;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FD896;34 SULTANGAZI GAZI MH.;I37DC0C;GİYİMKENT;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FA769;34 B.EVLER YENIBOSNA KOCTAS 1;H68N-806;GÜNEŞLİ;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FI550;34 AVCILAR MUSTAFA KEMAL PASA MH.;I37DC0C;BEYLİKDÜZÜ;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FC359;35 TORBALI AYRANCILAR;H68V-824;İZMİR;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;2;34;1.819,88 ;1.819,88 ;2.321,46 ;1.819,88 ;1.819,88 ;1.819,88 ;1.819,88 ;
FI704;34 ZEYTINBURNU VELIEFENDI MH.;I37DC0C;GİYİMKENT;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FI473;03 MERKEZ KARAHISARI I.O;H68N-806;AFYON;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FN223;55 ATAKUM DENIZEVLERI MH;H68N-806;SAMSUN;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FC610;10 BURHANIYE ISKELE MH.;H68V-824;BALIKESİR;PAZARTESİ - ÇARŞAMBA - CUMA;3;94;3.969,08 ;3.969,08 ;4.470,66 ;3.969,08 ;3.969,08 ;3.969,08 ;3.969,08 ;
FS810;64 ESME MERKEZ;I37DC0C;UŞAK;PAZARTESİ - PERŞEMBE;2;63;2.858,66 ;2.858,66 ;3.360,24 ;2.858,66 ;2.858,66 ;2.858,66 ;2.858,66 ;
FI021;33 SILIFKE TASUCU;I37DC0C;MERSİN;PAZARTESİ - ÇARŞAMBA - CUMA;3;100;4.184,00 ;4.184,00 ;4.685,58 ;4.184,00 ;4.184,00 ;4.184,00 ;4.184,00 ;
FD207;26 TEPEBASI TUSAS MOTOR 2;I47DC0C;ESKİŞEHİR;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FC710;34 UMRANIYE TATLISU MH.;H68V-824;ÜMRANİYE;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FS460;34 ESENYURT DELTA 1;I37DC0C;BEYLİKDÜZÜ;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FI727;34 ARNAVUTKOY D SIGN;I47DC0C;BEYLİKDÜZÜ;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FD663;52 AYBASTI ESENLI MH. 2;I37DC0C;ORDU;SALI;3;92;3.897,44 ;3.897,44 ;4.399,02 ;3.897,44 ;3.897,44 ;3.897,44 ;3.897,44 ;
FD148;34 PENDIK SAW METRO;I47DC0C;ÜMRANİYE;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FA723;34 SULTANGAZI HABIPLER;H68N-806;GİYİMKENT;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FI282;66 BOGAZLIYAN MERKEZ;H68N-806;KAYSERİ;SALI - CUMA;3;85;3.646,70 ;3.646,70 ;4.148,28 ;3.646,70 ;3.646,70 ;3.646,70 ;3.646,70 ;
FS358;34 BAGCILAR YUZYIL;I37DC0C;GİYİMKENT;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FD640;34 GOP IBB CUMHURIYET MEYDANI;I37DC0C;GİYİMKENT;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FN426;59 ERGENE SAGLIK MAH;I37DC0C;ÇORLU;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FC705;34 AVCILAR IBB METROBUS;H68V-824;BEYLİKDÜZÜ;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FD001;34 KAGITHANE METRO CIKISI TOTAL;I37DC0C;MASLAK;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FS803;06 POLATLI INONU CD;I37DC0C;ANKARA;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;3;81;3.503,42 ;3.503,42 ;4.005,00 ;3.503,42 ;3.503,42 ;3.503,42 ;3.503,42 ;
FC741;41 DARICA ZAHID KOTKU PARKI;H68V-824;MALTEPE;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FD772;34 BAHCELIEVLER MAHMUTBEY CAD. MJET;I37DC0C;GÜNEŞLİ;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FC724;34 PENDIK METRO;H68VL-824;MALTEPE;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FI670;72 KOZLUK MERKEZ;I37DC0C;DİYARBAKIR;PAZARTESİ - ÇARŞAMBA - PERŞEMBE - CUMA;4;132;5.330,24 ;5.330,24 ;5.831,82 ;5.330,24 ;5.330,24 ;5.330,24 ;5.330,24 ;
FC973;34 FATIH IBB SULTANAHMET TRAMVAY CIKISI;I37DC0C;GİYİMKENT;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FI778;27 S.BEY KARATAS SAHINTEPE 2;I37DC0C;GAZİANTEP;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FC871;34 KARTAL DENIZER SHELL;I37DC0C;MALTEPE;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FC720;34 FATIH EMNIYET METRO;I47DC0C;GİYİMKENT;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FS169;35 DIKILI MERKEZ;H68N-806;İZMİR;PAZARTESİ - CUMA;3;118;4.828,76 ;4.828,76 ;5.330,34 ;4.828,76 ;4.828,76 ;4.828,76 ;4.828,76 ;
FC788;23 MERKEZ AKGUN AVM;H68N-806;ELAZIĞ;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FI355;55 ILKADIM GAZILER MEYD.;H68V-824;SAMSUN;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FB515;38 KOCASINAN DEVLET HAS.;I37DC0C;KAYSERİ;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FS490;05 SULUOVA MERKEZ 1;I37DC0C;ÇORUM;SALI - CUMA;3;81;3.503,42 ;3.503,42 ;4.005,00 ;3.503,42 ;3.503,42 ;3.503,42 ;3.503,42 ;
FA451;26 ODUNPAZARI OSB;H68N-806;ESKİŞEHİR;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FD644;34 BAHCELIEVLER IBB ILKYUVA METRO CIKISI;I37DC0C;GÜNEŞLİ;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FA325;16 NILUFER GORUKLE 75YIL;H68N;BURSA;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FD054;34 BASAKSEHIR ISTANBUL CAD.;I37DC0C;GÜNEŞLİ;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FD744;34 BAGCILAR DEMIRKAPI MH.;H68N-806;GİYİMKENT;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FD324;35 CESME ALACATI MARINA;H68V-824;İZMİR;PAZARTESİ - ÇARŞAMBA - CUMA;3;103;4.291,46 ;4.291,46 ;4.793,04 ;4.291,46 ;4.291,46 ;4.291,46 ;4.291,46 ;
